name,price,condition,brand,model,memory,powerPerformance,category,performance_score
SAPPHIRE AMD Radeon RX 580 8 GB,200,Open Box,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
EVGA NVIDIA GeForce RTX 3070 8 GB,295,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,189.99,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
XFX AMD Radeon RX 5700 XT 8 GB,144.99,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
ASUS NVIDIA GeForce RTX 3060 12 GB,249.37,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
POWERCOLOR AMD Radeon RX 6800 XT 16 GB,499.99,Open Box,POWERCOLOR,Radeon RX 6800 XT,16,77.88,Desktop,17072
MSI NVIDIA GeForce RTX 3070 8 GB,449.99,Open Box,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce GTX 1050 Ti 4 GB,71.95,Pre-Owned,EVGA,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
ASUS NVIDIA GeForce RTX 3080 10 GB,489,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,530,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,550,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
ASUS NVIDIA GeForce RTX 3080 12 GB,650,Pre-Owned,ASUS,GeForce RTX 3080,12,77.66,Desktop,17441.5
GIGABYTE NVIDIA GeForce RTX 3080 Ti 12 GB,620,Pre-Owned,GIGABYTE,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
PNY NVIDIA GeForce GTX 1050 2 GB,59.99,Pre-Owned,PNY,GeForce GTX 1050,2,67.86,Desktop,4920
PNY NVIDIA GeForce RTX 3080 12 GB,529.99,Refurbished,PNY,GeForce RTX 3080,12,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3070 8 GB,385,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,95,Pre-Owned,GIGABYTE,GeForce GTX 1070,8,89.88,Desktop,11026
ZOTAC NVIDIA GeForce RTX 3080 10 GB,394.99,Pre-Owned,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,401,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce RTX 3070 8 GB,355,Open Box,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
POWERCOLOR AMD Radeon RX 6800 16 GB,339,Pre-Owned,POWERCOLOR,Radeon RX 6800,16,82.67,Desktop,15483.5
NVIDIA NVIDIA GeForce RTX 3070 Ti 8 GB,350,Pre-Owned,NVIDIA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,290,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
POWERCOLOR AMD Radeon RX 6800 XT 16 GB,375,Pre-Owned,POWERCOLOR,Radeon RX 6800 XT,16,77.88,Desktop,17072
GIGABYTE NVIDIA GeForce RTX 3080 Ti 12 GB,675,Brand New,GIGABYTE,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
SAPPHIRE AMD Radeon RX 580 8 GB,80,Pre-Owned,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
SAPPHIRE AMD Radeon RX 580 8 GB,77,Pre-Owned,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
ASUS NVIDIA GeForce RTX 3060 8 GB,349.99,Pre-Owned,ASUS,GeForce RTX 3060,8,99.76,Desktop,13234
POWERCOLOR AMD Radeon RX 580 8 GB,125,Brand New,POWERCOLOR,Radeon RX 580,8,48.14,Desktop,8313.5
ZOTAC NVIDIA GeForce RTX 3080 12 GB,500,Brand New,ZOTAC,GeForce RTX 3080,12,77.66,Desktop,17441.5
EVGA NVIDIA GeForce GTX 1070 8 GB,113,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
ASUS NVIDIA GeForce GTX 1080 8 GB,86,Pre-Owned,ASUS,GeForce GTX 1080,8,84.8,Desktop,12082.5
ASUS NVIDIA GeForce RTX 2070 8 GB,249.99,Pre-Owned,ASUS,GeForce RTX 2070,8,91.88,Desktop,12204.5
MSI NVIDIA GeForce RTX 2070 8 GB,135,Pre-Owned,MSI,GeForce RTX 2070,8,91.88,Desktop,12204.5
ZOTAC NVIDIA GeForce GTX 1080 8 GB,99,Pre-Owned,ZOTAC,GeForce GTX 1080,8,84.8,Desktop,12082.5
GIGABYTE NVIDIA GeForce RTX 2080 11 GB,349.99,Pre-Owned,GIGABYTE,GeForce RTX 2080,11,74.93,Desktop,13951
ASUS NVIDIA GeForce GTX 1070 8 GB,71,Pre-Owned,ASUS,GeForce GTX 1070,8,89.88,Desktop,11026
GIGABYTE AMD Radeon RX 5700 XT 8 GB,110,Refurbished,GIGABYTE,Radeon RX 5700 XT,8,75.08,Desktop,13221
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,133,Open Box,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
ZOTAC NVIDIA GeForce GTX 1070 Ti 8 GB,86,Pre-Owned,ZOTAC,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
EVGA NVIDIA GeForce RTX 2080 Ti 11 GB,290,Pre-Owned,EVGA,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,179,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,112.5,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
GIGABYTE NVIDIA GeForce RTX 2070 8 GB,152.9,Pre-Owned,GIGABYTE,GeForce RTX 2070,8,91.88,Desktop,12204.5
ZOTAC NVIDIA GeForce RTX 3060 12 GB,252.49,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
MSI NVIDIA GeForce RTX 3070 8 GB,292,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,355,Open Box,GIGABYTE,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 2080 Ti 11 GB,395,Pre-Owned,EVGA,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
EVGA NVIDIA GeForce RTX 3060 12 GB,260,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
ZOTAC NVIDIA GeForce RTX 3060 12 GB,300,Brand New,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
NVIDIA NVIDIA GeForce RTX 3070 8 GB,249.99,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce GTX 970 4 GB,64.95,Pre-Owned,MSI,GeForce GTX 970,4,66.81,Desktop,8749
EVGA NVIDIA GeForce GTX 1060 6 GB,72,Pre-Owned,EVGA,GeForce GTX 1060,6,83.92,Desktop,8845
GIGABYTE AMD Radeon RX 6800 XT 16 GB,425,Pre-Owned,GIGABYTE,Radeon RX 6800 XT,16,77.88,Desktop,17072
MSI NVIDIA GeForce RTX 3070 8 GB,305,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce RTX 2080 8 GB,234.99,Refurbished,NVIDIA,GeForce RTX 2080,8,74.93,Desktop,13951
NVIDIA NVIDIA GeForce RTX 3090 24 GB,810,Brand New,NVIDIA,GeForce RTX 3090,24,75.41,Desktop,18192.5
NVIDIA NVIDIA GeForce RTX 3080 Ti 12 GB,570,Pre-Owned,NVIDIA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce GTX 1050 Ti 4 GB,65,Pre-Owned,EVGA,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
ASUS AMD Radeon RX 6900 XT 16 GB,499,Pre-Owned,ASUS,Radeon RX 6900 XT,16,84.86,Desktop,18239
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,595,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
ZOTAC NVIDIA GeForce RTX 2060 8 GB,174.99,Pre-Owned,ZOTAC,GeForce RTX 2060,8,87.2,Desktop,10736.5
EVGA NVIDIA GeForce GTX 1050 Ti 4 GB,56,Pre-Owned,EVGA,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,310,Open Box,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce GTX 1080 Ti 11 GB,495,Open Box,NVIDIA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
EVGA NVIDIA GeForce RTX 3080 10 GB,455,Open Box,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3080 10 GB,411,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 2070 8 GB,199.99,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
NVIDIA NVIDIA GeForce RTX 3080 10 GB,849,Brand New,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce RTX 3070 Ti 8 GB,415,Pre-Owned,ASUS,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
NVIDIA NVIDIA GeForce GTX 1070 8 GB,94,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,255,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce RTX 3080 12 GB,799,Brand New,ASUS,GeForce RTX 3080,12,77.66,Desktop,17441.5
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,435,Open Box,GIGABYTE,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3070 8 GB,374.99,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3080 10 GB,499,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce RTX 3070 Ti 8 GB,349,Open Box,ZOTAC,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3080 10 GB,360,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,120.5,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
ASUS NVIDIA GeForce GTX 1060 6 GB,139,Pre-Owned,ASUS,GeForce GTX 1060,6,83.92,Desktop,8845
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,699,Pre-Owned,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce RTX 3060 12 GB,259.99,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce GTX 970 4 GB,55,Pre-Owned,EVGA,GeForce GTX 970,4,66.81,Desktop,8749
ZOTAC NVIDIA GeForce RTX 3070 8 GB,249.5,Pre-Owned,ZOTAC,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 3060 12 GB,228.5,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
XFX AMD Radeon RX 580 8 GB,75,Pre-Owned,XFX,Radeon RX 580,8,48.14,Desktop,8313.5
EVGA NVIDIA GeForce RTX 2070 8 GB,219.99,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
MSI NVIDIA GeForce GTX 1080 Ti 11 GB,167.5,Pre-Owned,MSI,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
EVGA NVIDIA GeForce RTX 3080 12 GB,585,Pre-Owned,EVGA,GeForce RTX 3080,12,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce RTX 3080 10 GB,470,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce RTX 3070 8 GB,287,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,340,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3070 8 GB,255.17,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce RTX 3070 Ti 8 GB,369.99,Open Box,ZOTAC,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS NVIDIA GeForce RTX 3070 8 GB,261,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,425,Brand New,GIGABYTE,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
MSI NVIDIA GeForce RTX 2060 8 GB,180,Pre-Owned,MSI,GeForce RTX 2060,8,87.2,Desktop,10736.5
NVIDIA NVIDIA GeForce RTX 3070 Ti 8 GB,349,Pre-Owned,NVIDIA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
PNY NVIDIA GeForce GTX 1080 8 GB,115,Pre-Owned,PNY,GeForce GTX 1080,8,84.8,Desktop,12082.5
NVIDIA NVIDIA GeForce RTX 3080 10 GB,450,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,675,Brand New,EVGA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce RTX 3070 Ti 8 GB,375,Pre-Owned,ASUS,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce GTX 1050 Ti 4 GB,81,Pre-Owned,EVGA,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,350,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ZOTAC NVIDIA GeForce RTX 3060 12 GB,220,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
SAPPHIRE AMD Radeon RX 6800 XT 16 GB,420,Pre-Owned,SAPPHIRE,Radeon RX 6800 XT,16,77.88,Desktop,17072
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,150,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
ZOTAC NVIDIA GeForce RTX 3070 Ti 8 GB,317,Pre-Owned,ZOTAC,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,71,Pre-Owned,GIGABYTE,GeForce GTX 1070,8,89.88,Desktop,11026
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,74,Pre-Owned,GIGABYTE,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 2080 Ti 11 GB,378.89,Pre-Owned,EVGA,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,211.5,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce RTX 3060 8 GB,370,Pre-Owned,ASUS,GeForce RTX 3060,8,99.76,Desktop,13234
MSI NVIDIA GeForce RTX 2070 8 GB,229.99,Pre-Owned,MSI,GeForce RTX 2070,8,91.88,Desktop,12204.5
XFX AMD Radeon RX 580 8 GB,77.88,Pre-Owned,XFX,Radeon RX 580,8,48.14,Desktop,8313.5
NVIDIA NVIDIA GeForce RTX 3080 Ti 12 GB,649.99,Pre-Owned,NVIDIA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
ZOTAC NVIDIA GeForce RTX 3070 8 GB,294.99,Pre-Owned,ZOTAC,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce RTX 3080 12 GB,625,Pre-Owned,NVIDIA,GeForce RTX 3080,12,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce RTX 3080 Ti 12 GB,624,Pre-Owned,NVIDIA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
XFX AMD Radeon RX 5700 XT 8 GB,130,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce RTX 3070 8 GB,274,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce GTX 1070 8 GB,100,Pre-Owned,MSI,GeForce GTX 1070,8,89.88,Desktop,11026
GIGABYTE NVIDIA GeForce RTX 2060 6 GB,185,Pre-Owned,GIGABYTE,GeForce RTX 2060,6,87.2,Desktop,10736.5
ASUS NVIDIA GeForce GTX 1660 6 GB,165.5,Brand New,ASUS,GeForce GTX 1660,6,97.46,Desktop,9827.5
EVGA NVIDIA GeForce GTX 1060 6 GB,65,Pre-Owned,EVGA,GeForce GTX 1060,6,83.92,Desktop,8845
NVIDIA NVIDIA GeForce GTX 1080 Ti 11 GB,229.99,Pre-Owned,NVIDIA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
ZOTAC NVIDIA GeForce RTX 3060 12 GB,260,Open Box,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
GIGABYTE NVIDIA GeForce GTX 1050 Ti 4 GB,99.99,Pre-Owned,GIGABYTE,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
EVGA NVIDIA GeForce RTX 3080 10 GB,400,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI AMD Radeon RX 580 8 GB,70,Pre-Owned,MSI,Radeon RX 580,8,48.14,Desktop,8313.5
MSI NVIDIA GeForce RTX 3060 12 GB,249,Pre-Owned,MSI,GeForce RTX 3060,12,99.76,Desktop,13234
ZOTAC NVIDIA GeForce RTX 2060 6 GB,165.99,Open Box,ZOTAC,GeForce RTX 2060,6,87.2,Desktop,10736.5
ASUS NVIDIA GeForce RTX 3070 8 GB,280,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,475,Brand New,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ZOTAC NVIDIA GeForce RTX 3070 8 GB,320,Pre-Owned,ZOTAC,GeForce RTX 3070,8,100.42,Desktop,15891.5
POWERCOLOR AMD Radeon RX 5700 XT 8 GB,96,Pre-Owned,POWERCOLOR,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce RTX 2080 8 GB,170,Pre-Owned,EVGA,GeForce RTX 2080,8,74.93,Desktop,13951
MSI NVIDIA GeForce RTX 2060 6 GB,182.5,Brand New,MSI,GeForce RTX 2060,6,87.2,Desktop,10736.5
EVGA NVIDIA GeForce RTX 3070 8 GB,349.99,Open Box,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 2060 6 GB,130,Pre-Owned,EVGA,GeForce RTX 2060,6,87.2,Desktop,10736.5
EVGA NVIDIA GeForce GTX 1080 8 GB,121.5,Pre-Owned,EVGA,GeForce GTX 1080,8,84.8,Desktop,12082.5
ASUS NVIDIA GeForce RTX 2080 Ti 11 GB,340,Pre-Owned,ASUS,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
ASUS NVIDIA GeForce GTX 1070 8 GB,90.5,Pre-Owned,ASUS,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce GTX 1050 Ti 4 GB,59.99,Pre-Owned,EVGA,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,255,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce GTX 1060 6 GB,71,Pre-Owned,ASUS,GeForce GTX 1060,6,83.92,Desktop,8845
ASUS NVIDIA GeForce RTX 2080 8 GB,239.99,Pre-Owned,ASUS,GeForce RTX 2080,8,74.93,Desktop,13951
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,420,Pre-Owned,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce GTX 1080 8 GB,102.5,Pre-Owned,ASUS,GeForce GTX 1080,8,84.8,Desktop,12082.5
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,620,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,600,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
ASUS NVIDIA GeForce RTX 3060 12 GB,299.99,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce RTX 3070 8 GB,227.5,Open Box,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 2070 8 GB,349,Brand New,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,270,Pre-Owned,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,295,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,315,Pre-Owned,MSI,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
NVIDIA NVIDIA GeForce GTX 1080 Ti 11 GB,219,Pre-Owned,NVIDIA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
NVIDIA NVIDIA GeForce GTX 1080 Ti 11 GB,220,Pre-Owned,NVIDIA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
MSI NVIDIA GeForce RTX 3060 Ti 8 GB,274.99,Pre-Owned,MSI,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
XFX AMD Radeon RX 5700 XT 8 GB,159.98,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
NVIDIA NVIDIA GeForce RTX 3070 Ti 8 GB,320,Pre-Owned,NVIDIA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
MSI AMD Radeon RX 5700 8 GB,97,Pre-Owned,MSI,Radeon RX 5700,8,81.83,Desktop,11994.5
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,289,Pre-Owned,EVGA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
SAPPHIRE AMD Radeon RX 580 8 GB,70,Pre-Owned,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
ASUS NVIDIA GeForce RTX 3080 10 GB,799,Brand New,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce RTX 3060 12 GB,200,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
PNY NVIDIA GeForce GTX 1060 6 GB,89,Refurbished,PNY,GeForce GTX 1060,6,83.92,Desktop,8845
MSI AMD Radeon RX 5700 XT 8 GB,86,Pre-Owned,MSI,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,192.5,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
MSI NVIDIA GeForce RTX 2080 8 GB,220,Pre-Owned,MSI,GeForce RTX 2080,8,74.93,Desktop,13951
ASUS NVIDIA GeForce RTX 3070 8 GB,575,Open Box,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS AMD Radeon RX 580 8 GB,100,Pre-Owned,ASUS,Radeon RX 580,8,48.14,Desktop,8313.5
MSI AMD Radeon RX 5700 XT 8 GB,92,Pre-Owned,MSI,Radeon RX 5700 XT,8,75.08,Desktop,13221
NVIDIA NVIDIA GeForce RTX 3080 10 GB,449.99,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce RTX 2060 6 GB,100,Pre-Owned,ZOTAC,GeForce RTX 2060,6,87.2,Desktop,10736.5
XFX AMD Radeon RX 6800 16 GB,385,Pre-Owned,XFX,Radeon RX 6800,16,82.67,Desktop,15483.5
ZOTAC NVIDIA GeForce RTX 3070 8 GB,265,Pre-Owned,ZOTAC,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce RTX 3060 Ti 8 GB,278,Pre-Owned,MSI,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce GTX 980 4 GB,54.99,Pre-Owned,EVGA,GeForce GTX 980,4,68.1,Desktop,9693.5
ASUS NVIDIA GeForce RTX 2060 6 GB,150,Pre-Owned,ASUS,GeForce RTX 2060,6,87.2,Desktop,10736.5
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,269.1,Pre-Owned,ASUS,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
POWERCOLOR AMD Radeon RX 580 8 GB,100,Pre-Owned,POWERCOLOR,Radeon RX 580,8,48.14,Desktop,8313.5
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,474.5,Brand New,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce GTX 1070 Ti 8 GB,103.99,Pre-Owned,EVGA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
EVGA NVIDIA GeForce RTX 3060 12 GB,285,Open Box,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
NVIDIA NVIDIA GeForce RTX 3080 10 GB,455,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce RTX 2070 12 GB,305,Open Box,ASUS,GeForce RTX 2070,12,91.88,Desktop,12204.5
ASUS NVIDIA GeForce RTX 2070 8 GB,170,Pre-Owned,ASUS,GeForce RTX 2070,8,91.88,Desktop,12204.5
ASUS NVIDIA GeForce RTX 3070 8 GB,315.99,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,399,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 3070 8 GB,273,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 3070 8 GB,319.99,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,230,Pre-Owned,ASUS,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce RTX 3070 8 GB,289,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3080 10 GB,460,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
