name,price,condition,brand,model,memory,powerPerformance,category,performance_score
GIGABYTE NVIDIA GeForce RTX 3080 Ti 12 GB,570,Pre-Owned,GIGABYTE,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce RTX 3070 8 GB,290,Open Box,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,336,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce RTX 3070 8 GB,294.99,Pre-Owned,ZOTAC,GeForce RTX 3070,8,100.42,Desktop,15891.5
PNY NVIDIA GeForce RTX 3060 12 GB,379.99,Brand New,PNY,GeForce RTX 3060,12,99.76,Desktop,13234
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,390,Open Box,MSI,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS AMD Radeon RX 580 8 GB,51,Pre-Owned,ASUS,Radeon RX 580,8,48.14,Desktop,8313.5
XFX AMD Radeon RX 480 8 GB,51,Pre-Owned,XFX,Radeon RX 480,8,57.83,Desktop,8232
GIGABYTE NVIDIA GeForce GTX 1080 8 GB,115,Pre-Owned,GIGABYTE,GeForce GTX 1080,8,84.8,Desktop,12082.5
ZOTAC NVIDIA GeForce GTX 1050 Ti 4 GB,120,Pre-Owned,ZOTAC,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
ASUS NVIDIA GeForce RTX 3070 8 GB,412.5,Open Box,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce GTX 1080 8 GB,139.99,Pre-Owned,NVIDIA,GeForce GTX 1080,8,84.8,Desktop,12082.5
MSI NVIDIA GeForce GTX 980 4 GB,55.97,Pre-Owned,MSI,GeForce GTX 980,4,68.1,Desktop,9693.5
MSI NVIDIA GeForce GTX 1060 6 GB,60,Pre-Owned,MSI,GeForce GTX 1060,6,83.92,Desktop,8845
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,435,Open Box,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce RTX 3060 12 GB,305,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce RTX 3080 10 GB,440,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce GTX 1070 8 GB,129.99,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
MSI NVIDIA GeForce GTX 980 Ti 6 GB,70,Pre-Owned,MSI,GeForce GTX 980 Ti,6,55.45,Desktop,11202
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,265,Open Box,EVGA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
MSI NVIDIA GeForce GTX 1080 8 GB,140,Pre-Owned,MSI,GeForce GTX 1080,8,84.8,Desktop,12082.5
MSI NVIDIA GeForce RTX 3060 Ti 8 GB,262,Pre-Owned,MSI,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
POWERCOLOR AMD Radeon RX 6900 XT 16 GB,495,Pre-Owned,POWERCOLOR,Radeon RX 6900 XT,16,84.86,Desktop,18239
ASUS NVIDIA GeForce GTX 1080 Ti 11 GB,190.5,Pre-Owned,ASUS,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
NVIDIA NVIDIA GeForce GTX 1070 8 GB,100,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,230,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
XFX AMD Radeon RX 5700 XT 8 GB,124.95,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
XFX AMD Radeon RX 5700 XT 8 GB,120,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
MSI NVIDIA GeForce RTX 2080 Ti 11 GB,365,Pre-Owned,MSI,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
PNY NVIDIA GeForce RTX 3070 8 GB,429.99,Refurbished,PNY,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3080 10 GB,750,Brand New,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
GIGABYTE NVIDIA GeForce GTX 1050 Ti 4 GB,51,Pre-Owned,GIGABYTE,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,329,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce RTX 2060 6 GB,107.5,Pre-Owned,ZOTAC,GeForce RTX 2060,6,87.2,Desktop,10736.5
ASUS NVIDIA GeForce RTX 2080 8 GB,160.5,Pre-Owned,ASUS,GeForce RTX 2080,8,74.93,Desktop,13951
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,169,Refurbished,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
NVIDIA NVIDIA GeForce GTX 1080 8 GB,159,Refurbished,NVIDIA,GeForce GTX 1080,8,84.8,Desktop,12082.5
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,479,Pre-Owned,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,445,Pre-Owned,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
GIGABYTE NVIDIA GeForce GTX 1660 6 GB,144.99,Pre-Owned,GIGABYTE,GeForce GTX 1660,6,97.46,Desktop,9827.5
GIGABYTE NVIDIA GeForce GTX 1070 Ti 8 GB,102.5,Pre-Owned,GIGABYTE,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
GIGABYTE NVIDIA GeForce GT 1030 2 GB,53,Open Box,GIGABYTE,GeForce GT 1030,2,84.82,Desktop,3517.5
GIGABYTE NVIDIA GeForce RTX 3060 12 GB,225.27,Pre-Owned,GIGABYTE,GeForce RTX 3060,12,99.76,Desktop,13234
NVIDIA NVIDIA GeForce GTX 1080 Ti 11 GB,299.99,Pre-Owned,NVIDIA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
POWERCOLOR AMD Radeon RX 6800 XT 16 GB,375,Pre-Owned,POWERCOLOR,Radeon RX 6800 XT,16,77.88,Desktop,17072
EVGA NVIDIA GeForce GTX 1060 6 GB,99.99,Pre-Owned,EVGA,GeForce GTX 1060,6,83.92,Desktop,8845
NVIDIA NVIDIA GeForce RTX 3080 10 GB,380,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce GTX 1050 Ti 4 GB,61,Pre-Owned,EVGA,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
NVIDIA NVIDIA GeForce GTX 1080 Ti 8 GB,250,Pre-Owned,NVIDIA,GeForce GTX 1080 Ti,8,73.14,Desktop,13812
ASUS NVIDIA GeForce RTX 3080 10 GB,575,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,175.67,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
EVGA NVIDIA GeForce RTX 3080 10 GB,549.99,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce RTX 2060 6 GB,165,Pre-Owned,ZOTAC,GeForce RTX 2060,6,87.2,Desktop,10736.5
EVGA NVIDIA GeForce RTX 2060 8 GB,137.5,Pre-Owned,EVGA,GeForce RTX 2060,8,87.2,Desktop,10736.5
MSI NVIDIA GeForce GTX 1050 Ti 4 GB,105,Pre-Owned,MSI,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
EVGA NVIDIA GeForce GTX 1070 Ti 8 GB,135,Pre-Owned,EVGA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,180,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,424,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI AMD Radeon RX 580 8 GB,76.95,Pre-Owned,MSI,Radeon RX 580,8,48.14,Desktop,8313.5
MSI NVIDIA GeForce GTX 1060 6 GB,80,Refurbished,MSI,GeForce GTX 1060,6,83.92,Desktop,8845
XFX AMD Radeon RX 6800 16 GB,345,Pre-Owned,XFX,Radeon RX 6800,16,82.67,Desktop,15483.5
GIGABYTE AMD Radeon RX 6800 XT 16 GB,393,Pre-Owned,GIGABYTE,Radeon RX 6800 XT,16,77.88,Desktop,17072
EVGA NVIDIA GeForce RTX 3060 12 GB,224.27,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
EVGA NVIDIA GeForce RTX 3080 10 GB,365,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce RTX 3060 12 GB,259.98,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
PNY NVIDIA GeForce GTX 1060 6 GB,75,Pre-Owned,PNY,GeForce GTX 1060,6,83.92,Desktop,8845
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,329.95,Brand New,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce GTX 1060 6 GB,80,Pre-Owned,EVGA,GeForce GTX 1060,6,83.92,Desktop,8845
EVGA NVIDIA GeForce RTX 3080 10 GB,395,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce GTX 970 4 GB,54.99,Pre-Owned,MSI,GeForce GTX 970,4,66.81,Desktop,8749
NVIDIA NVIDIA GeForce GTX 1660 6 GB,104.99,Pre-Owned,NVIDIA,GeForce GTX 1660,6,97.46,Desktop,9827.5
POWERCOLOR AMD Radeon RX 5500 XT 4 GB,88,Pre-Owned,POWERCOLOR,Radeon RX 5500 XT,4,70.68,Desktop,8714
GIGABYTE NVIDIA GeForce GTX 980 Ti 6 GB,82,Open Box,GIGABYTE,GeForce GTX 980 Ti,6,55.45,Desktop,11202
MSI NVIDIA GeForce GTX 1060 6 GB,75,Pre-Owned,MSI,GeForce GTX 1060,6,83.92,Desktop,8845
ASUS AMD Radeon RX 6900 XT 16 GB,590,Pre-Owned,ASUS,Radeon RX 6900 XT,16,84.86,Desktop,18239
GIGABYTE NVIDIA GeForce RTX 3060 12 GB,227,Open Box,GIGABYTE,GeForce RTX 3060,12,99.76,Desktop,13234
MSI NVIDIA GeForce RTX 3080 10 GB,428,Pre-Owned,MSI,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3080 10 GB,450,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
GIGABYTE NVIDIA GeForce GTX 1050 Ti 4 GB,69.99,Pre-Owned,GIGABYTE,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
MSI NVIDIA GeForce RTX 3080 10 GB,389,Pre-Owned,MSI,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce RTX 3060 12 GB,275,Pre-Owned,MSI,GeForce RTX 3060,12,99.76,Desktop,13234
GIGABYTE NVIDIA GeForce RTX 2060 6 GB,179.99,Pre-Owned,GIGABYTE,GeForce RTX 2060,6,87.2,Desktop,10736.5
MSI NVIDIA GeForce GTX 1660 6 GB,118,Pre-Owned,MSI,GeForce GTX 1660,6,97.46,Desktop,9827.5
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,155,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,549.99,Pre-Owned,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
POWERCOLOR AMD Radeon RX 6900 XT 16 GB,430,Pre-Owned,POWERCOLOR,Radeon RX 6900 XT,16,84.86,Desktop,18239
XFX AMD Radeon RX 5700 XT 8 GB,150,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce RTX 3080 12 GB,471,Pre-Owned,EVGA,GeForce RTX 3080,12,77.66,Desktop,17441.5
MSI NVIDIA GeForce GTX 1070 8 GB,163.99,Pre-Owned,MSI,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce GTX 1070 8 GB,120,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
ASUS NVIDIA GeForce GTX 1070 Ti 8 GB,152.95,Pre-Owned,ASUS,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
GIGABYTE NVIDIA GeForce GTX 1080 Ti 11 GB,220,Pre-Owned,GIGABYTE,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,162.5,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
NVIDIA NVIDIA GeForce GTX 1070 Ti 8 GB,110.5,Pre-Owned,NVIDIA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,290,Brand New,ASUS,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,260,Pre-Owned,EVGA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,268,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,120,Pre-Owned,GIGABYTE,GeForce GTX 1070,8,89.88,Desktop,11026
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,250,Pre-Owned,ASUS,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,267.99,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce RTX 3080 Ti 12 GB,749.99,Open Box,ZOTAC,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,237.5,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,300,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce RTX 3070 8 GB,286,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 3080 10 GB,440,Open Box,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce RTX 3070 8 GB,280,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 2080 8 GB,207.5,Pre-Owned,EVGA,GeForce RTX 2080,8,74.93,Desktop,13951
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,232.5,Pre-Owned,EVGA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce GTX 1050 Ti 4 GB,80,Pre-Owned,EVGA,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
MSI NVIDIA GeForce RTX 3070 8 GB,329.99,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
SAPPHIRE AMD Radeon RX 580 8 GB,82,Pre-Owned,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
NVIDIA NVIDIA GeForce RTX 3080 10 GB,390,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce GTX 1070 Ti 8 GB,100,Pre-Owned,ZOTAC,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
MSI NVIDIA GeForce RTX 3080 12 GB,800,Brand New,MSI,GeForce RTX 3080,12,77.66,Desktop,17441.5
ASUS NVIDIA GeForce RTX 2060 6 GB,135.83,Pre-Owned,ASUS,GeForce RTX 2060,6,87.2,Desktop,10736.5
NVIDIA NVIDIA GeForce RTX 3070 8 GB,290.01,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI AMD Radeon RX 5700 XT 8 GB,120,Pre-Owned,MSI,Radeon RX 5700 XT,8,75.08,Desktop,13221
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,99,Pre-Owned,GIGABYTE,GeForce GTX 1070,8,89.88,Desktop,11026
ASUS NVIDIA GeForce GTX 1660 SUPER 6 GB,100,Pre-Owned,ASUS,GeForce GTX 1660 SUPER,6,101.85,Desktop,10481
NVIDIA NVIDIA GeForce RTX 3070 8 GB,290,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,72,Pre-Owned,GIGABYTE,GeForce GTX 1070,8,89.88,Desktop,11026
PNY NVIDIA GeForce GTX 1060 6 GB,67,Pre-Owned,PNY,GeForce GTX 1060,6,83.92,Desktop,8845
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,280,Pre-Owned,ASUS,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce GTX 1080 8 GB,184.49,Pre-Owned,ASUS,GeForce GTX 1080,8,84.8,Desktop,12082.5
ZOTAC NVIDIA GeForce RTX 3080 10 GB,425,Pre-Owned,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce RTX 3070 8 GB,305,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce GTX 1070 8 GB,104.96,Pre-Owned,ZOTAC,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,275,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,276,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,300,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,275,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,285,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,311,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,276,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,305,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS NVIDIA GeForce RTX 3070 8 GB,310,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3070 8 GB,509.95,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
PNY NVIDIA GeForce GTX 1070 Ti 8 GB,76,Pre-Owned,PNY,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
EVGA NVIDIA GeForce RTX 3070 8 GB,286,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 2070 8 GB,147.5,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
SAPPHIRE AMD Radeon RX 6800 16 GB,405,Open Box,SAPPHIRE,Radeon RX 6800,16,82.67,Desktop,15483.5
MSI NVIDIA GeForce RTX 3060 Ti 8 GB,256.5,Brand New,MSI,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ZOTAC NVIDIA GeForce RTX 3060 12 GB,251.5,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
XFX AMD Radeon RX 5700 XT 8 GB,110,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
NVIDIA NVIDIA GeForce RTX 3080 Ti 12 GB,560,Pre-Owned,NVIDIA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
MSI NVIDIA GeForce RTX 2060 8 GB,170,Pre-Owned,MSI,GeForce RTX 2060,8,87.2,Desktop,10736.5
MSI NVIDIA GeForce RTX 2060 8 GB,180,Pre-Owned,MSI,GeForce RTX 2060,8,87.2,Desktop,10736.5
ASUS NVIDIA GeForce GTX 1660 6 GB,98.5,Pre-Owned,ASUS,GeForce GTX 1660,6,97.46,Desktop,9827.5
XFX AMD Radeon RX 480 8 GB,53,Pre-Owned,XFX,Radeon RX 480,8,57.83,Desktop,8232
EVGA NVIDIA GeForce GTX 1070 Ti 8 GB,100,Pre-Owned,EVGA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
NVIDIA NVIDIA GeForce RTX 3080 10 GB,400,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce RTX 3060 Ti 8 GB,249.99,Open Box,MSI,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce GTX 1080 Ti 11 GB,186.16,Pre-Owned,ASUS,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
PNY NVIDIA GeForce GTX 980 4 GB,74.99,Pre-Owned,PNY,GeForce GTX 980,4,68.1,Desktop,9693.5
MSI NVIDIA GeForce RTX 2070 8 GB,219,Pre-Owned,MSI,GeForce RTX 2070,8,91.88,Desktop,12204.5
MSI NVIDIA GeForce RTX 2060 6 GB,155.5,Pre-Owned,MSI,GeForce RTX 2060,6,87.2,Desktop,10736.5
NVIDIA NVIDIA GeForce RTX 2060 6 GB,151,Pre-Owned,NVIDIA,GeForce RTX 2060,6,87.2,Desktop,10736.5
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,355,Pre-Owned,MSI,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
MSI NVIDIA GeForce RTX 3060 12 GB,323.86,Brand New,MSI,GeForce RTX 3060,12,99.76,Desktop,13234
NVIDIA NVIDIA GeForce GTX 980 4 GB,74.99,Pre-Owned,NVIDIA,GeForce GTX 980,4,68.1,Desktop,9693.5
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,247.5,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,67,Pre-Owned,GIGABYTE,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce GTX 1070 8 GB,81,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
PNY NVIDIA GeForce RTX 3070 8 GB,280,Pre-Owned,PNY,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3070 8 GB,459.99,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,340,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,572,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,329.95,Brand New,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,395,Pre-Owned,MSI,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS NVIDIA GeForce RTX 2070 8 GB,155,Pre-Owned,ASUS,GeForce RTX 2070,8,91.88,Desktop,12204.5
ASUS NVIDIA GeForce GTX 1660 6 GB,100,Pre-Owned,ASUS,GeForce GTX 1660,6,97.46,Desktop,9827.5
SAPPHIRE AMD Radeon RX 580 8 GB,61,Pre-Owned,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
NVIDIA NVIDIA GeForce GTX 1070 8 GB,100,Pre-Owned,NVIDIA,GeForce GTX 1070,8,89.88,Desktop,11026
GIGABYTE NVIDIA GeForce GTX 1050 Ti 4 GB,108.5,Pre-Owned,GIGABYTE,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
MSI NVIDIA GeForce RTX 2070 8 GB,190,Pre-Owned,MSI,GeForce RTX 2070,8,91.88,Desktop,12204.5
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,260,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
PNY NVIDIA GeForce RTX 2070 8 GB,165.5,Pre-Owned,PNY,GeForce RTX 2070,8,91.88,Desktop,12204.5
ZOTAC NVIDIA GeForce RTX 3080 10 GB,415,Pre-Owned,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,254,Pre-Owned,EVGA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
MSI AMD Radeon RX 6800 XT 16 GB,425,Pre-Owned,MSI,Radeon RX 6800 XT,16,77.88,Desktop,17072
NVIDIA NVIDIA GeForce RTX 3070 Ti 8 GB,439,Pre-Owned,NVIDIA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
XFX AMD Radeon RX 5700 XT 8 GB,140,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
XFX AMD Radeon RX 6900 XT 16 GB,470,Pre-Owned,XFX,Radeon RX 6900 XT,16,84.86,Desktop,18239
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,260,Pre-Owned,MSI,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,275,Pre-Owned,MSI,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
NVIDIA NVIDIA GeForce GTX 1080 Ti 11 GB,269,Pre-Owned,NVIDIA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,211.5,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
SAPPHIRE AMD Radeon RX 580 8 GB,66,Pre-Owned,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,93,Pre-Owned,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
SAPPHIRE AMD Radeon RX 580 8 GB,57,Pre-Owned,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
GIGABYTE NVIDIA GeForce GTX 1080 8 GB,110,Pre-Owned,GIGABYTE,GeForce GTX 1080,8,84.8,Desktop,12082.5
ZOTAC NVIDIA GeForce RTX 3080 10 GB,480,Pre-Owned,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
POWERCOLOR AMD Radeon RX 6800 16 GB,350,Pre-Owned,POWERCOLOR,Radeon RX 6800,16,82.67,Desktop,15483.5
ZOTAC NVIDIA GeForce GTX 1660 Ti 6 GB,104.99,Pre-Owned,ZOTAC,GeForce GTX 1660 Ti,6,98.29,Desktop,9407
GIGABYTE NVIDIA GeForce RTX 2080 Ti 11 GB,255,Pre-Owned,GIGABYTE,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
